PID,Order Date,Customer Key,Sales Territory Region,Sales Order Number,Sales Order Line Number,Order Quantity,Unit Price
478,2022-06-03,11331,Canada,SO72211,1,1,9.99
478,2022-06-03,16125,Canada,SO72238,4,1,9.99
478,2022-06-05,22732,Canada,SO72397,2,1,9.99
478,2022-06-06,14567,Canada,SO72457,1,1,9.99
478,2022-06-08,20202,Canada,SO72609,2,1,9.99
478,2022-06-09,11845,Canada,SO72669,1,1,9.99
478,2022-06-30,20330,Canada,SO74234,2,1,9.99
478,2022-06-28,12159,Canada,SO74113,1,1,9.99
478,2022-06-28,21272,Canada,SO74128,2,1,9.99
478,2022-06-29,16721,Canada,SO74166,1,1,9.99
478,2022-06-30,12055,Canada,SO74200,1,1,9.99
478,2022-06-30,29282,Canada,SO74201,1,1,9.99
478,2022-06-30,13071,Canada,SO74228,1,1,9.99
478,2022-06-23,16133,Canada,SO73737,1,1,9.99
478,2022-06-23,14626,Canada,SO73738,2,1,9.99
478,2022-06-23,29339,Canada,SO73739,1,1,9.99
478,2022-06-25,15815,Canada,SO73887,1,1,9.99
478,2022-06-25,15197,Canada,SO73906,3,1,9.99
478,2022-06-27,22748,Canada,SO74069,2,1,9.99
478,2022-06-16,13466,Canada,SO73206,1,1,9.99
478,2022-06-16,13918,Canada,SO73227,2,1,9.99
478,2022-06-19,11300,Canada,SO73437,3,1,9.99
478,2022-06-19,13762,Canada,SO73443,1,1,9.99
478,2022-06-20,11824,Canada,SO73529,1,1,9.99
478,2022-06-21,13239,Canada,SO73596,1,1,9.99
478,2022-06-09,13941,Canada,SO72670,1,1,9.99
478,2022-06-10,17371,Canada,SO72743,1,1,9.99
478,2022-06-10,17509,Canada,SO72766,2,1,9.99
478,2022-06-11,21348,Canada,SO72820,3,1,9.99
478,2022-06-12,20665,Canada,SO72910,2,1,9.99
478,2022-06-15,17360,Canada,SO73131,1,1,9.99
479,2022-06-02,24759,Canada,SO72172,3,1,8.99
479,2022-06-04,15905,Canada,SO72338,2,1,8.99
479,2022-06-05,24332,Canada,SO72422,2,1,8.99
479,2022-06-05,15916,Canada,SO72425,3,1,8.99
479,2022-06-07,15567,Canada,SO72566,2,1,8.99
479,2022-06-08,15889,Canada,SO72629,2,1,8.99
479,2022-06-28,24757,Canada,SO74140,2,1,8.99
479,2022-06-09,16820,Canada,SO72711,3,1,8.99
479,2022-06-09,22008,Canada,SO72715,2,1,8.99
479,2022-06-22,22041,Canada,SO73703,3,1,8.99
479,2022-06-25,11078,Canada,SO73869,1,1,8.99
479,2022-06-25,29041,Canada,SO73929,2,1,8.99
479,2022-06-26,11510,Canada,SO73960,3,1,8.99
596,2022-06-13,16128,Canada,SO73002,1,1,539.99
597,2022-06-05,22732,Canada,SO72397,1,1,539.99
597,2022-06-25,22713,Canada,SO73913,1,1,539.99
591,2022-06-03,16125,Canada,SO72238,1,1,564.99
592,2022-06-27,22748,Canada,SO74069,1,1,564.99
589,2022-06-27,15334,Canada,SO74067,1,1,769.49
590,2022-06-16,15530,Canada,SO73229,1,1,769.49
359,2022-06-28,21272,Canada,SO74128,1,1,2294.99
359,2022-06-28,21266,Canada,SO74130,1,1,2294.99
361,2022-06-07,20708,Canada,SO72551,1,1,2294.99
361,2022-06-13,13853,Canada,SO73007,1,1,2294.99
363,2022-06-15,13878,Canada,SO73158,1,1,2294.99
363,2022-06-24,13987,Canada,SO73837,1,1,2294.99
353,2022-06-11,21348,Canada,SO72820,1,1,2319.99
353,2022-06-12,20665,Canada,SO72910,1,1,2319.99
353,2022-06-24,20483,Canada,SO73843,1,1,2319.99
353,2022-06-26,21311,Canada,SO73998,1,1,2319.99
355,2022-06-16,13918,Canada,SO73227,1,1,2319.99
357,2022-06-28,11512,Canada,SO74132,1,1,2319.99
357,2022-06-14,13916,Canada,SO73071,1,1,2319.99
357,2022-06-04,21138,Canada,SO72322,1,1,2319.99
604,2022-06-01,22058,Canada,SO72111,1,1,539.99
604,2022-06-09,22008,Canada,SO72715,1,1,539.99
604,2022-06-22,22041,Canada,SO73703,1,1,539.99
604,2022-06-24,21813,Canada,SO73853,1,1,539.99
604,2022-06-25,29041,Canada,SO73929,1,1,539.99
606,2022-06-21,28189,Canada,SO73627,1,1,539.99
606,2022-06-14,21921,Canada,SO73085,1,1,539.99
606,2022-06-19,28284,Canada,SO73484,1,1,539.99
584,2022-06-04,29001,Canada,SO72341,1,1,539.99
584,2022-06-05,28195,Canada,SO72426,1,1,539.99
584,2022-06-15,29027,Canada,SO73172,1,1,539.99
382,2022-06-19,21305,Canada,SO73487,1,1,1120.49
382,2022-06-24,21284,Canada,SO73856,1,1,1120.49
386,2022-06-16,20670,Canada,SO73245,1,1,1120.49
386,2022-06-21,20736,Canada,SO73628,1,1,1120.49
386,2022-06-26,20680,Canada,SO74016,1,1,1120.49
388,2022-06-07,21148,Canada,SO72573,1,1,1120.49
390,2022-06-04,20669,Canada,SO72346,1,1,1120.49
580,2022-06-02,18051,Canada,SO72178,1,1,1700.99
580,2022-06-06,18525,Canada,SO72503,1,1,1700.99
580,2022-06-10,18103,Canada,SO72781,1,1,1700.99
580,2022-06-12,18372,Canada,SO72931,1,1,1700.99
580,2022-06-18,18324,Canada,SO73408,1,1,1700.99
581,2022-06-20,18363,Canada,SO73575,1,1,1700.99
582,2022-06-02,18092,Canada,SO72180,1,1,1700.99
582,2022-06-05,18091,Canada,SO72432,1,1,1700.99
583,2022-06-19,18368,Canada,SO73488,1,1,1700.99
586,2022-06-18,16836,Canada,SO73398,1,1,742.35
566,2022-06-09,16820,Canada,SO72711,1,1,742.35
568,2022-06-28,24757,Canada,SO74140,1,1,742.35
